序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
160,002389,航天彩虹,2021-12-01,25.714,2021-12-20,26.528,18100,3.0620%,14258.42,13,信号
161,002600,领益智造,2021-12-02,7.979,2021-12-07,7.261,62600,-9.0848%,-45400.04,3,止损
162,600967,内蒙一机,2021-12-06,10.432,2022-01-07,10.662,47900,2.0973%,10485.60,23,信号
163,603501,豪威集团,2021-12-06,226.722,2021-12-20,215.235,2200,-5.1614%,-25757.50,10,信号
164,000921,海信家电,2021-12-07,8.918,2021-12-22,9.029,56000,1.1437%,5714.91,11,信号
165,002414,高德红外,2021-12-07,13.932,2021-12-20,13.027,35800,-6.5856%,-32862.94,9,信号
166,002623,亚玛顿,2021-12-07,38.817,2021-12-27,33.511,12800,-13.7558%,-68381.79,5,止损
167,601113,华鼎股份,2021-12-07,4.042,2021-12-28,4.088,123700,1.0354%,5179.32,15,信号
168,603090,宏盛股份,2021-12-07,26.123,2021-12-14,23.538,19100,-9.9849%,-49844.52,5,止损
169,000055,方大集团,2021-12-08,5.053,2021-12-13,4.668,5100,-7.7095%,-1987.57,3,信号
170,002572,索菲亚,2021-12-08,15.047,2022-01-14,17.89,33200,18.7794%,93858.48,26,信号
171,300479,神思电子,2021-12-08,17.509,2021-12-23,16.892,28500,-3.6215%,-18080.40,11,信号
172,603816,顾家家居,2021-12-08,51.143,2021-12-17,46.647,9700,-8.8821%,-44084.44,7,信号
173,000977,浪潮信息,2021-12-10,34.578,2021-12-21,33.414,14400,-3.4628%,-17251.09,7,信号
174,002017,东信和平,2021-12-10,11.078,2021-12-23,10.921,45100,-1.5158%,-7576.71,9,信号
175,002699,ST美盛,2021-12-10,5.503,2021-12-29,6.977,90800,26.6555%,133250.85,13,信号
176,603589,口子窖,2021-12-10,69.747,2021-12-27,72.926,7100,4.4529%,22062.02,11,信号
177,002240,盛新锂能,2021-12-13,62.944,2021-12-21,55.485,7900,-11.9386%,-59395.58,6,止损
178,002655,共达电声,2021-12-13,18.03,2021-12-28,18.182,3500,0.7417%,468.26,11,信号
179,300112,万讯自控,2021-12-14,12.866,2021-12-27,11.634,35000,-9.6676%,-43557.51,9,止损
180,002063,远光软件,2021-12-15,6.054,2022-01-04,6.777,63300,11.8237%,45333.51,13,信号
181,300297,蓝盾退,2021-12-16,3.872,2021-12-28,3.608,200,-8.0509%,-62.75,8,信号
182,600552,凯盛科技,2021-12-16,12.906,2021-12-27,11.114,5500,-13.9707%,-9922.11,7,止损
183,300072,海新能科,2021-12-17,8.669,2021-12-27,7.951,52100,-8.3773%,-37856.91,6,止损
184,002547,ST春兴,2021-12-20,4.562,2022-01-17,4.598,92000,0.6756%,2837.28,19,信号
185,300120,经纬辉开,2021-12-20,11.246,2021-12-22,9.445,44400,-16.0932%,-80394.66,2,止损
186,600497,驰宏锌锗,2021-12-20,4.483,2021-12-29,4.369,111500,-2.6497%,-13252.00,7,信号
187,002041,登海种业,2021-12-21,27.493,2021-12-28,26.386,18100,-4.1222%,-20523.20,5,信号
188,688298,东方生物,2021-12-21,107.227,2022-01-24,130.387,3900,21.4778%,89861.39,23,信号
189,300552,万集科技,2021-12-22,36.208,2022-01-11,37.721,11800,4.0746%,17417.63,13,信号
190,601099,太平洋,2021-12-22,3.502,2021-12-31,3.268,142700,-6.7581%,-33787.09,7,信号
191,002036,联创电子,2021-12-23,24.492,2022-01-06,22.299,19300,-9.0465%,-42784.06,9,止损
192,002602,世纪华通,2021-12-23,8.194,2022-01-12,8.236,61000,0.4095%,2047.77,13,信号
193,000591,太阳能,2021-12-27,11.504,2021-12-30,10.443,43400,-9.3136%,-46522.47,3,止损
194,600519,贵州茅台,2021-12-27,1946.032,2021-12-29,1926.095,200,-1.1234%,-4374.42,2,信号
195,600594,益佰制药,2021-12-27,7.798,2022-01-14,7.73,56700,-0.9681%,-4282.44,13,信号
196,603517,ST绝味,2021-12-27,71.056,2022-01-06,65.997,7000,-7.2120%,-35889.36,7,信号
197,000565,渝三峡Ａ,2021-12-28,6.868,2022-01-04,6.612,200,-4.4497%,-61.35,4,信号
198,000915,华特达因,2021-12-28,21.711,2022-01-24,24.238,2200,11.5279%,5508.91,18,信号
199,002249,大洋电机,2021-12-28,8.492,2022-01-05,7.634,58800,-10.1939%,-50928.22,5,止损
200,300803,指南针,2021-12-28,27.058,2022-01-10,25.893,18400,-4.3994%,-21913.49,8,信号
201,002614,奥佳华,2021-12-29,12.359,2022-01-19,11.537,400,-6.8459%,-338.78,14,信号
202,300075,数字政通,2021-12-29,13.937,2022-01-28,17.862,35800,28.0351%,139949.36,21,信号
203,300158,振东制药,2021-12-29,5.133,2022-01-19,5.407,97400,5.2474%,26245.41,14,信号
204,601236,红塔证券,2021-12-29,12.096,2022-01-11,11.004,41300,-9.1150%,-45558.04,8,止损
205,600118,中国卫星,2021-12-30,27.267,2022-01-14,25.89,16600,-5.1435%,-23292.40,10,信号
206,601108,财通证券,2021-12-31,9.764,2022-01-05,9.36,47800,-4.2290%,-19747.33,2,信号
207,300355,蒙草生态,2022-01-04,5.311,2022-01-14,5.045,81000,-5.0883%,-21898.84,8,信号
208,000629,钒钛股份,2022-01-05,4.302,2022-01-19,4.038,92000,-6.2342%,-24687.29,10,信号
209,300058,蓝色光标,2022-01-05,8.528,2022-01-11,8.127,58600,-4.8011%,-24005.79,4,信号
210,300280,紫天退,2022-01-06,39.79,2022-01-21,36.182,9800,-9.1585%,-35730.51,11,止损
211,600018,上港集团,2022-01-06,5.021,2022-01-18,4.866,99500,-3.1831%,-15908.66,8,信号
212,601038,一拖股份,2022-01-06,13.43,2022-01-17,12.757,100,-5.7352%,-77.31,7,信号
213,601186,中国铁建,2022-01-07,6.657,2022-01-18,6.451,75100,-3.1995%,-16004.41,7,信号
214,600031,三一重工,2022-01-10,23.54,2022-01-18,21.577,20600,-8.4288%,-40893.40,6,信号
215,002532,天山铝业,2022-01-11,7.375,2022-01-26,6.778,67700,-8.1881%,-40901.10,11,止损
216,301038,深水规院,2022-01-11,13.947,2022-01-17,12.425,27000,-11.0031%,-41455.03,4,止损
217,601666,平煤股份,2022-01-11,5.843,2022-02-07,5.857,85500,0.1420%,709.65,14,信号
218,601375,中原证券,2022-01-12,4.987,2022-02-07,5.032,100200,0.8012%,4006.00,13,信号
219,000836,ST富通,2022-01-14,3.092,2022-01-26,2.829,161700,-8.5972%,-42999.27,8,止损
220,002537,海联金汇,2022-01-14,8.184,2022-01-27,8.096,61000,-1.1758%,-5873.08,9,信号
221,600386,北巴传媒,2022-01-14,4.822,2022-01-24,4.408,103600,-8.6890%,-43432.24,6,止损
222,605118,力鼎光电,2022-01-14,16.978,2022-01-25,15.192,21900,-10.6091%,-39467.53,7,止损
223,002937,兴瑞科技,2022-01-17,20.272,2022-02-09,19.432,12800,-4.2387%,-11004.21,12,信号
224,300204,舒泰神,2022-01-17,24.012,2022-01-24,21.049,20800,-12.4253%,-62089.26,5,止损
225,300166,东方国信,2022-01-18,13.227,2022-01-28,10.885,31300,-17.7894%,-73683.66,8,止损
226,300182,捷成股份,2022-01-18,8.492,2022-01-21,7.694,58800,-9.4885%,-47403.75,3,止损
227,600588,用友网络,2022-01-18,39.34,2022-01-28,35.822,12700,-9.0326%,-45150.54,8,止损
228,300085,银之杰,2022-01-19,15.798,2022-01-27,14.573,31600,-7.8476%,-39195.70,6,信号
229,300394,天孚通信,2022-01-19,11.346,2022-01-26,10.628,35500,-6.4219%,-25878.55,5,信号
230,002717,ST岭南,2022-01-21,4.542,2022-01-27,3.718,300,-18.8084%,-257.24,4,止损
231,601211,国泰海通,2022-01-21,15.868,2022-02-08,15.362,19300,-3.2832%,-10059.74,7,信号
232,601688,华泰证券,2022-01-21,16.033,2022-02-07,15.347,31100,-4.3724%,-21812.92,6,信号
