序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
135,600048,保利发展,2021-11-17,12.916,2021-12-01,12.104,38700,-6.3842%,-31928.28,10,信号
136,600690,海尔智家,2021-11-17,24.889,2021-11-30,23.826,20000,-4.3680%,-21754.31,9,信号
137,600436,片仔癀,2021-11-18,440.5,2021-12-02,420.75,1100,-4.5791%,-22199.37,10,信号
138,600703,三安光电,2021-11-18,35.571,2021-11-30,34.796,14000,-2.2770%,-11345.13,8,信号
139,000100,TCL科技,2021-11-19,5.359,2021-11-26,5.371,76400,0.1356%,555.43,5,信号
140,002352,顺丰控股,2021-11-19,62.303,2021-11-29,58.972,8000,-5.4405%,-27130.20,6,信号
141,300760,迈瑞医疗,2021-11-19,345.482,2021-11-23,341.238,1400,-1.3270%,-6421.41,2,信号
142,600150,中国船舶,2021-11-19,21.706,2021-12-21,22.604,23000,4.0323%,20140.88,22,信号
143,600809,山西汾酒,2021-11-19,287.033,2021-12-17,286.697,1700,-0.2172%,-1060.34,20,信号
144,000858,五粮液,2021-11-22,191.72,2021-12-22,210.019,2600,9.4352%,47055.47,22,信号
145,002459,晶澳科技,2021-11-22,49.728,2021-11-25,43.09,8600,-13.4341%,-57480.82,3,止损
146,002371,北方华创,2021-11-23,293.095,2021-11-25,281.327,1600,-4.1111%,-19288.67,2,信号
147,600519,贵州茅台,2021-11-23,1629.874,2021-12-30,1817.15,300,11.3788%,55665.88,27,信号
148,300750,宁德时代,2021-11-25,341.098,2021-12-08,330.647,1400,-3.1611%,-15102.84,9,信号
149,601995,中金公司,2021-11-25,48.644,2021-11-30,47.356,7100,-2.7451%,-9485.60,3,信号
150,600406,国电南瑞,2021-11-26,28.582,2021-12-01,26.229,6900,-8.3255%,-16427.59,3,止损
151,603259,药明康德,2021-11-26,131.407,2021-12-14,129.566,3800,-1.4992%,-7489.70,12,信号
152,000568,泸州老窖,2021-11-29,211.229,2021-12-30,225.04,2300,6.4323%,31265.57,23,信号
153,603799,华友钴业,2021-11-29,93.79,2021-12-14,93.696,5300,-0.1998%,-993.68,11,信号
154,000301,东方盛虹,2021-11-30,24.062,2021-12-07,22.519,20700,-6.5073%,-32428.21,5,信号
155,601127,赛力斯,2021-11-30,65.622,2021-12-24,68.235,4200,3.8781%,10693.80,18,信号
156,601985,中国核电,2021-11-30,5.988,2022-01-06,6.622,83500,10.4722%,52387.08,26,信号
157,688396,华润微,2021-11-30,71.569,2021-12-08,67.359,6900,-5.9758%,-29524.60,6,信号
158,688599,天合光能,2021-11-30,71.519,2021-12-02,69.028,6900,-3.5785%,-17667.77,2,信号
159,300782,卓胜微,2021-12-01,233.528,2021-12-17,212.073,600,-9.2780%,-13006.56,12,止损
160,600690,海尔智家,2021-12-01,24.139,2021-12-27,25.945,20700,7.3740%,36864.95,18,信号
161,300274,阳光电源,2021-12-02,110.197,2021-12-06,107.008,4100,-2.9906%,-13518.54,2,信号
162,600893,航发动力,2021-12-02,64.303,2021-12-08,61.31,7700,-4.7495%,-23528.22,4,信号
163,002594,比亚迪,2021-12-06,97.251,2021-12-08,95.491,4500,-1.9073%,-8350.84,2,信号
164,603501,豪威集团,2021-12-07,223.588,2021-12-20,215.235,2100,-3.8318%,-18000.82,9,信号
165,002049,紫光国微,2021-12-08,155.149,2021-12-17,154.237,3200,-0.6870%,-3412.43,7,信号
166,002142,宁波银行,2021-12-08,34.617,2021-12-23,34.363,14400,-0.8344%,-4161.31,11,信号
167,600019,宝钢股份,2021-12-08,5.856,2021-12-29,5.79,85300,-1.2229%,-6111.41,15,信号
168,600436,片仔癀,2021-12-08,449.405,2021-12-30,405.077,1100,-9.9536%,-49229.92,16,止损
169,601668,中国建筑,2021-12-08,3.575,2022-01-17,3.691,139800,3.1520%,15760.22,27,信号
170,000333,美的集团,2021-12-14,57.49,2021-12-20,54.064,8600,-6.0529%,-29941.35,4,信号
171,601318,中国平安,2021-12-14,39.42,2021-12-27,38.441,12600,-2.5808%,-12825.04,9,信号
172,002475,立讯精密,2021-12-17,44.985,2022-01-07,45.94,11100,2.0198%,10090.72,14,信号
173,600703,三安光电,2021-12-17,35.321,2021-12-21,34.306,3400,-2.9702%,-3568.73,2,信号
174,600887,伊利股份,2021-12-17,35.508,2021-12-30,35.332,14000,-0.5935%,-2951.76,9,信号
175,600893,航发动力,2021-12-20,62.232,2021-12-22,61.85,6800,-0.7132%,-3019.76,2,信号
176,601888,中国中免,2021-12-20,206.403,2021-12-22,212.074,2400,2.6447%,13107.65,2,信号
177,000002,万科Ａ,2021-12-21,17.855,2021-12-30,17.697,8200,-0.9827%,-1439.53,7,信号
178,600030,中信证券,2021-12-21,21.666,2021-12-27,21.626,23000,-0.2828%,-1409.72,4,信号
179,600309,万华化学,2021-12-21,92.221,2021-12-31,92.449,5400,0.1467%,730.78,8,信号
180,000333,美的集团,2021-12-22,56.689,2022-01-14,57.282,8800,0.9451%,4717.05,16,信号
181,600031,三一重工,2021-12-22,21.889,2021-12-30,21.537,21800,-1.7052%,-8140.69,6,信号
182,600048,保利发展,2021-12-22,13.817,2022-01-17,13.263,36100,-4.1022%,-20471.59,17,信号
183,002352,顺丰控股,2021-12-23,62.803,2022-01-14,61.241,7800,-2.5846%,-12667.55,15,信号
184,601166,兴业银行,2021-12-24,13.978,2021-12-28,13.524,20800,-3.3429%,-9724.04,2,信号
185,000063,中兴通讯,2021-12-27,29.587,2022-01-17,30.577,16800,3.2425%,16125.25,14,信号
186,300122,智飞生物,2021-12-27,85.743,2021-12-29,82.886,5800,-3.4290%,-17061.44,2,信号
187,603501,豪威集团,2021-12-27,228.96,2022-01-06,210.223,2100,-8.2755%,-39810.08,7,止损
188,600703,三安光电,2021-12-28,37.402,2022-01-06,34.846,13300,-6.9274%,-34476.88,6,信号
189,601919,中远海控,2021-12-28,11.296,2022-01-04,11.644,30600,2.9825%,10314.04,4,信号
190,300124,汇川技术,2021-12-29,69.566,2021-12-31,67.387,6800,-3.2284%,-15279.28,2,信号
191,300760,迈瑞医疗,2021-12-29,354.486,2022-01-05,315.951,1400,-10.9598%,-54418.60,4,止损
192,002027,分众传媒,2021-12-30,6.323,2022-01-14,6.397,79000,1.0635%,5315.12,10,信号
193,002714,牧原股份,2021-12-30,47.817,2022-01-20,50.888,10400,6.3153%,31421.47,14,信号
194,600009,上海机场,2021-12-30,45.333,2022-02-25,52.464,11000,15.6149%,77904.22,35,信号
195,600029,南方航空,2021-12-30,6.723,2022-02-18,7.216,74300,7.2258%,36114.27,30,信号
196,600346,恒力石化,2021-12-30,20.4,2022-01-24,20.47,24500,0.2407%,1203.69,16,信号
197,601688,华泰证券,2021-12-30,15.213,2022-01-07,15.097,9100,-0.8562%,-1185.82,5,信号
198,601865,福莱特,2021-12-30,48.896,2022-01-06,47.648,10200,-2.6503%,-13224.75,4,信号
199,000568,泸州老窖,2021-12-31,233.94,2022-01-05,227.709,2100,-2.7607%,-13569.46,2,信号
200,000651,格力电器,2021-12-31,25.625,2022-01-28,26.269,18100,2.4109%,11187.72,19,信号
201,002812,恩捷股份,2022-01-04,252.007,2022-01-06,238.702,1400,-5.3744%,-18970.99,2,信号
202,600150,中国船舶,2022-01-05,23.927,2022-01-12,22.124,17700,-7.6280%,-32321.09,5,信号
203,601318,中国平安,2022-01-05,39.63,2022-01-17,39.59,12600,-0.1998%,-998.17,8,信号
204,002049,紫光国微,2022-01-06,152.583,2022-01-10,146.291,3200,-4.2198%,-20613.99,2,信号
205,600018,上港集团,2022-01-06,5.021,2022-01-25,4.846,99500,-3.5808%,-17896.67,13,信号
206,600276,恒瑞医药,2022-01-06,50.036,2022-01-12,49.286,9900,-1.5967%,-7913.29,4,信号
207,600585,海螺水泥,2022-01-06,36.148,2022-01-14,33.813,13800,-6.5530%,-32705.46,6,信号
208,601398,工商银行,2022-01-06,3.181,2022-01-18,3.127,92800,-1.7695%,-5225.38,8,信号
209,600690,海尔智家,2022-01-07,27.211,2022-01-12,26.765,5400,-1.7373%,-2554.07,3,信号
210,601166,兴业银行,2022-01-07,14.718,2022-02-07,15.953,33900,8.2803%,41335.23,16,信号
211,601658,邮储银行,2022-01-10,4.286,2022-02-16,4.412,109300,2.8287%,13258.31,22,信号
212,000538,云南白药,2022-01-12,67.226,2022-01-20,60.227,7400,-10.5003%,-52262.14,6,止损
213,001979,招商蛇口,2022-01-12,12.852,2022-01-14,11.87,2100,-7.7357%,-2088.92,2,止损
214,002142,宁波银行,2022-01-12,34.617,2022-01-14,33.783,14400,-2.5073%,-12504.96,2,信号
215,000002,万科Ａ,2022-01-14,19.956,2022-01-26,19.336,25000,-3.2019%,-15982.30,8,信号
216,000100,TCL科技,2022-01-14,5.305,2022-01-18,5.253,100,-2.8252%,-15.13,2,信号
217,002493,荣盛石化,2022-01-14,18.829,2022-01-24,17.941,26500,-4.8133%,-24029.41,6,信号
218,300498,温氏股份,2022-01-14,18.293,2022-01-18,18.045,27300,-1.4552%,-7271.03,2,信号
219,600837,海通证券,2022-01-14,11.627,2022-01-18,11.395,40000,-2.0891%,-9720.88,2,信号
220,601857,中国石油,2022-01-14,3.563,2022-01-24,3.299,140300,-7.4865%,-37440.75,6,止损
221,002129,TCL中环,2022-01-17,32.724,2022-03-16,35.554,15200,8.5390%,42494.95,37,信号
222,002812,恩捷股份,2022-01-17,259.911,2022-02-07,259.651,1900,-0.1998%,-987.17,10,信号
223,600900,长江电力,2022-01-17,18.06,2022-01-26,18.052,27600,-0.1445%,-720.69,7,信号
224,601390,中国中铁,2022-01-17,5.0,2022-02-24,5.355,99900,6.9887%,34929.44,23,信号
