序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
201,002368,太极股份,2021-10-12,28.674,2021-10-14,26.157,17400,-8.8705%,-44280.05,2,止损
202,002505,鹏都农牧,2021-10-12,3.002,2021-10-19,3.278,166500,9.1149%,45574.39,5,止盈
203,002612,朗姿股份,2021-10-12,30.945,2021-10-14,34.753,16100,12.1905%,60766.25,2,止盈
204,300159,新研股份,2021-10-12,4.632,2021-10-15,5.009,107900,8.0343%,40177.44,3,止盈
205,300179,四方达,2021-10-12,11.81,2021-10-20,11.578,40100,-2.0599%,-9759.86,6,到期
206,300472,ST新元,2021-10-12,18.229,2021-10-14,16.942,27400,-7.1562%,-35761.67,2,止损
207,600105,永鼎股份,2021-10-12,4.116,2021-10-20,4.112,100,-2.4991%,-10.41,6,到期
208,600487,亨通光电,2021-10-12,14.186,2021-10-20,13.582,35200,-4.3526%,-21745.44,6,到期
209,600540,新赛股份,2021-10-12,7.254,2021-10-14,5.977,68900,-17.6820%,-88414.57,2,止损
210,600737,中粮糖业,2021-10-12,8.324,2021-10-20,7.976,60000,-4.2782%,-21378.01,6,到期
211,000422,湖北宜化,2021-10-13,19.34,2021-10-18,21.999,25800,13.6370%,68077.45,3,止盈
212,000993,闽东电力,2021-10-13,16.628,2021-10-15,15.172,30000,-8.8467%,-44154.01,2,止损
213,300755,华致酒行,2021-10-13,39.035,2021-10-21,41.194,12800,5.4278%,27133.06,6,到期
214,300830,金现代,2021-10-13,14.028,2021-10-18,12.765,15400,-9.0972%,-19662.60,3,止损
215,000150,ST宜康,2021-10-14,3.982,2021-10-18,3.328,125500,-16.4988%,-82492.43,2,止损
216,000519,中兵红箭,2021-10-14,20.845,2021-10-18,25.142,23900,20.4931%,102148.86,2,止盈
217,002326,永太科技,2021-10-14,54.527,2021-10-19,59.48,9100,8.9745%,44553.52,3,止盈
218,300077,国民技术,2021-10-14,29.915,2021-10-22,28.786,16700,-3.8714%,-19350.29,6,到期
219,300698,万马科技,2021-10-14,26.273,2021-10-18,24.018,6400,-8.6748%,-14593.86,2,止损
220,301017,漱玉平民,2021-10-14,29.092,2021-10-20,25.704,17100,-11.7322%,-58392.99,4,止损
221,600771,广誉远,2021-10-14,32.036,2021-10-19,30.165,15600,-5.9347%,-29674.33,3,止损
222,603105,芯能科技,2021-10-14,14.067,2021-10-18,16.142,35500,14.6354%,73122.56,2,止盈
223,002610,ST爱康,2021-10-15,4.292,2021-10-19,5.107,116400,18.8762%,94353.86,2,止盈
224,300472,ST新元,2021-10-15,20.86,2021-10-19,21.419,23900,2.5764%,12851.51,2,止盈
225,600172,黄河旋风,2021-10-15,10.345,2021-10-21,11.794,33400,13.8919%,48024.54,4,止盈
226,000423,东阿阿胶,2021-10-18,31.084,2021-10-20,35.81,16000,15.0908%,75089.68,2,止盈
227,000546,金圆股份,2021-10-18,12.196,2021-10-25,11.154,40900,-8.6325%,-43082.03,5,止损
228,002270,华明装备,2021-10-18,5.14,2021-10-20,6.164,100,17.8117%,92.43,2,止盈
229,300263,隆华科技,2021-10-18,9.943,2021-10-21,10.773,44800,8.2357%,36703.93,3,止盈
230,600171,上海贝岭,2021-10-18,34.067,2021-10-26,31.144,14600,-8.6704%,-43146.08,6,止损
231,600435,北方导航,2021-10-18,9.975,2021-10-21,10.395,50100,4.1045%,20522.47,3,止盈
232,600863,华能蒙电,2021-10-18,3.313,2021-10-26,3.139,150900,-5.3239%,-26626.61,6,到期
233,000422,湖北宜化,2021-10-19,24.362,2021-10-22,27.996,20500,14.8010%,73956.64,3,止盈
234,000630,铜陵有色,2021-10-19,4.103,2021-10-22,3.829,121800,-6.7704%,-33852.13,3,止损
235,002176,江特电机,2021-10-19,21.441,2021-10-21,23.578,23300,9.8594%,49279.05,2,止盈
236,002385,大北农,2021-10-19,8.056,2021-10-27,7.888,62000,-2.1829%,-10908.53,6,到期
237,600096,云天化,2021-10-19,20.925,2021-10-25,23.073,23800,10.1548%,50598.81,4,止盈
238,000993,闽东电力,2021-10-20,17.169,2021-10-26,18.411,29100,7.1282%,35630.63,4,止盈
239,002125,湘潭电化,2021-10-20,12.497,2021-10-28,13.074,40000,4.5142%,22577.13,6,到期
240,002261,拓维信息,2021-10-20,10.075,2021-10-25,8.706,49600,-13.6783%,-68387.50,3,止损
241,002610,ST爱康,2021-10-20,5.583,2021-10-25,5.117,89500,-8.4271%,-42127.66,3,止损
242,300343,联创股份,2021-10-20,21.031,2021-10-22,25.297,23700,20.1686%,100575.00,2,止盈
243,300967,晓鸣股份,2021-10-20,27.389,2021-10-28,27.071,3600,-1.2570%,-1240.06,6,到期
244,600490,鹏欣资源,2021-10-20,5.762,2021-10-25,5.396,200,-7.1814%,-83.12,3,止损
245,000829,天音控股,2021-10-21,20.552,2021-10-29,21.561,24300,4.8043%,24005.64,6,到期
246,002182,宝武镁业,2021-10-21,14.178,2021-10-27,15.421,35200,8.6597%,43239.69,4,止盈
