序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
225,000665,湖北广电,2022-01-12,8.604,2022-01-14,9.545,58100,10.8246%,54140.50,2,信号
226,002952,亚世光电,2022-01-12,18.156,2022-01-17,18.498,27500,1.7800%,8892.02,3,信号
227,603399,永杉锂业,2022-01-12,8.984,2022-01-14,9.695,55600,7.8020%,38993.40,2,信号
228,002370,亚太药业,2022-01-13,8.474,2022-01-18,9.315,59000,9.8156%,49100.40,3,信号
229,002898,赛隆退,2022-01-13,14.787,2022-01-19,16.572,33800,11.9545%,59780.05,4,信号
230,002432,九安医疗,2022-01-14,70.298,2022-01-19,62.032,7100,-11.8469%,-59159.53,3,信号
231,002550,千红制药,2022-01-14,6.044,2022-01-19,5.878,82700,-2.8431%,-14217.95,3,信号
232,600149,廊坊发展,2022-01-14,7.104,2022-01-18,6.207,70300,-12.7100%,-63502.71,2,信号
233,002702,海欣食品,2022-01-17,8.484,2022-01-19,7.196,58900,-15.2640%,-76315.57,2,信号
234,002951,金时科技,2022-01-17,12.968,2022-01-20,13.385,38500,3.1110%,15540.38,3,信号
235,300094,国联水产,2022-01-17,9.205,2022-01-19,8.806,54300,-4.4305%,-22154.95,2,信号
236,600807,济高发展,2022-01-17,6.303,2022-01-19,4.458,79300,-29.3478%,-146765.30,2,信号
237,600965,ST福成,2022-01-17,9.194,2022-01-19,8.535,54300,-7.2593%,-36257.64,2,信号
238,002336,人乐退,2022-01-18,7.754,2022-01-20,5.927,64400,-23.6368%,-118089.02,2,信号
239,002349,精华制药,2022-01-18,17.309,2022-01-24,17.591,28800,1.5308%,7634.88,4,信号
240,003042,中农联合,2022-01-18,25.328,2022-01-24,27.255,19700,7.5035%,37457.90,4,信号
241,601007,金陵饭店,2022-01-18,8.219,2022-01-20,6.552,60800,-20.3664%,-101826.04,2,信号
242,603598,引力传媒,2022-01-18,17.839,2022-01-26,13.243,28000,-25.8355%,-129110.27,6,信号
243,002330,得利斯,2022-01-19,10.985,2022-01-24,11.914,45500,8.3441%,41728.06,3,信号
244,002530,金财互联,2022-01-19,10.709,2022-01-25,13.967,46600,30.2885%,151232.04,4,信号
245,600756,浪潮软件,2022-01-20,18.074,2022-01-25,18.916,27600,4.5513%,22715.08,3,信号
246,601929,吉视传媒,2022-01-20,3.372,2022-01-24,3.608,148200,6.9076%,34533.57,2,信号
247,603123,翠微股份,2022-01-20,17.944,2022-01-24,18.136,27800,0.9688%,4834.98,2,信号
248,603138,海量数据,2022-01-20,27.578,2022-01-24,26.851,18100,-2.7343%,-13655.15,2,信号
249,002316,亚联发展,2022-01-21,9.165,2022-01-28,5.857,54500,-36.1540%,-180668.63,5,信号
250,002235,安妮股份,2022-01-24,7.404,2022-01-28,6.377,67500,-13.9560%,-69780.17,4,信号
251,002419,天虹股份,2022-01-24,8.205,2022-01-26,6.618,60900,-19.4272%,-97124.68,2,信号
252,002717,ST岭南,2022-01-24,4.992,2022-01-26,4.468,100100,-10.5998%,-52998.96,2,信号
253,603958,哈森股份,2022-01-24,8.344,2022-01-26,6.957,59900,-16.7135%,-83578.49,2,信号
254,000620,盈新发展,2022-01-25,4.002,2022-02-08,2.769,124900,-30.8884%,-154472.61,5,信号
255,000711,ST京蓝,2022-01-26,3.702,2022-01-28,3.968,135000,7.0829%,35414.56,2,信号
256,002197,证通电子,2022-01-26,13.447,2022-01-28,10.885,37100,-19.1351%,-95507.67,2,信号
257,600706,曲江文旅,2022-01-26,12.616,2022-01-28,9.065,39600,-28.2167%,-141042.56,2,信号
258,605398,XD新炬网,2022-01-26,20.178,2022-01-28,17.394,24700,-13.8822%,-69223.52,2,信号
259,002417,深南退,2022-02-07,7.034,2022-02-09,7.646,71000,8.6019%,42977.73,2,信号
